pmid,annotations
32303662.0,yield
32328402.0,"yield, photosynthesis, biomass, seed, seed, thousand, seed, weight, seed, size, protein, synthesis, yield"
32344464.0,supernodulation
32499790.0,seed
32584851.0,"chromosome, seed, seed, seed, seed, seed, drought, response"
32631406.0,"drought, tolerance, drought, response"
32680974.0,
3277162.0,
32843434.0,"stress, response, seed"
32851437.0,"seed, seed, seed, coat, cracking, chromosome, chromosome"
32867687.0,"seed, weight"
32873245.0,"seed, weight, seed, weight, seed, weight, chlorophyll, content"
33050902.0,"chlorophyll, content, yield, seed, photosynthetic, efficiency, chlorophyll, content, leaf, size, leaflet, shape, canopy, temperature"
33077811.0,"transpiration, rate, stomatal, conductance, flowering, flowering"
33090664.0,"yield, flowering, yield, flowering, flowering, flowering, flowering, flowering"
33096992.0,
33175845.0,"seed, CC, seed, seed, seed, seed, CC, seed, quality, seed"
33311570.0,"salt, tolerance"
33368860.0,"salt, tolerance, salt, tolerance, response, to, salt, salt, tolerance"
33452487.0,flowering
33458938.0,"determinacy, growth, habit, seed, node, number, flowering, bZIP, growth, habit, flowering, grain, yield"
33494250.0,"yield, grain, quality, seed"
33523901.0,"seed, seed, seed"
3357887.0,
33606812.0,"primary, root, length"
33622237.0,"primary, root, length, primary, root, length, primary, root, length, flowering"
33631796.0,"inflorescence, development, flowering, inflorescence, development, flowering, flowering, flowering, inflorescence, development"
3366363.0,
33742087.0,bZIP
33742112.0,"root, rot, male, sterility"
33772993.0,"GMS, GMS, male, sterility, GMS, GMS, GMS, male, fertility"
33826745.0,
33841461.0,"flowering, flowering, leaves, flowering"
33846264.0,
33856425.0,"seed, seed, seed, seed, flowering"
33918544.0,seed
3396861.0,"seed, end"
3399379.0,
33995435.0,"flowering, flowering, flowering, flowering"
3419419.0,
34233625.0,"seed, protein, synthesis, seed, trailing, growth"
34245624.0,"lodging, yield, trailing, growth"
34265872.0,"salt, tolerance, salt, tolerance, salt, tolerance, salt, tolerance, salt, tolerance, salt, tolerance, seed"
34268482.0,"seed, seed, seed, seed, seed, bHLH, bHLH, RD"
3428265.0,
34319424.0,"seed, palmitic, acid, content, oleic, acid, content, palmitic, acid, content, fatty, acid, content, oil, composition"
3436948.0,"protein, content"
34416870.0,"protein, content, protein, content, protein, content, chromosome, seed"
34452913.0,
3447748.0,
34587329.0,
34591638.0,
34597584.0,"yield, yield"
34631342.0,
3467349.0,
3475528.0,"seed, yield"
34776747.0,"seed, yield, yield, seed, yield, seed, yield, seed, yield, seed, seed, yield, seed, yield, seed, yield, seed, yield, flowering, ear, length, grain, yield"
34837389.0,"grain, yield, kernel, number, per, row, ear, development"
34962095.0,seed
34978122.0,"chromosome, chromosome"
3502710.0,
3512536.0,"seed, zinc"
35183125.0,"content, seed, seed, seed, seed, seed, seed, seed, seed, seed, seed, seed, seed"
3522564.0,"end, end, end"
35275252.0,"chromosome, seed"
35294003.0,end
3532034.0,
3532122.0,"leaves, leaves"
35328010.0,
35371153.0,"flowering, flowering, flowering, flowering, flowering, flowering, flowering"
35498680.0,"cold, tolerance"
35543494.0,"cold, tolerance, cold, tolerance, cold, tolerance"
35574141.0,"flowering, flowering"
35581536.0,"flowering, flowering, flowering"
35599880.0,"lignin, biosynthesis"
35640133.0,"lignin, biosynthesis"
35671323.0,"seed, abortion"
35721582.0,"flowering, flowering, bZIP, seed"
35782726.0,"seed, seed"
35796344.0,"leaf, chlorosis, leaves, photosynthesis, leaves"
35840482.0,"salt, tolerance"
35861696.0,"yield, stress, response, seed, wilting, salt, tolerance"
35867182.0,leaves
35876146.0,
35890433.0,
35893627.0,
35918413.0,
35922428.0,"pollen, tube, growth, pollen, tube, growth, seed"
35957532.0,"seed, seed"
3596228.0,
3596247.0,
35972963.0,
35999561.0,
36005383.0,"yield, FHB, FHB, FHB"
36040902.0,"pigmentation, drought, resistance, yield"
36045577.0,"drought, resistance, drought, resistance"
36047828.0,yield
36050782.0,
36050832.0,height
36066192.0,"yield, leaf, length, leaf, width, space"
36070002.0,lodging
36072324.0,"yield, chromosome, chromosome, chromosome"
36073937.0,"grain, yield"
36073948.0,"photosynthesis, photosynthesis"
36079583.0,leaves
36083267.0,"chromosome, chromosome"
36098668.0,"photosynthesis, seed, weight"
36100609.0,"seed, seed, size, seed, weight, seed, weight"
36102037.0,
36104957.0,"male, sterile"
36111860.0,
36111993.0,"leaf, angle"
36113675.0,"grain, yield, LA, LA, salt, tolerance"
36114820.0,"salt, tolerance, salt, tolerance, yield"
36121453.0,"grain, yield, yield, test, weight, grain, yield, yield, grain, yield, BD, ear, height, yield, yield"
36127632.0,"yield, grain, yield, yield, grain, yield, per, plant, grain, length, grain, width, kernel, number, per, row, kernel, weight, tassel, branch, number, yield, yield, yield"
36130304.0,
36131495.0,"grain, yield, chromosome"
36136965.0,
36140800.0,"root, length, lateral, root, length, primary, root, length"
36148792.0,"leaves, leaf, development"
36155239.0,"yield, grain, size, panicle, length, grain, size, grain, yield, grain, size"
36158585.0,
36161933.0,"gravitropism, gravitropism, gravitropism"
36164819.0,"NOD, NOD, NOD"
36168438.0,
36173333.0,flowering
36173348.0,"flowering, flowering, flowering, flowering, kernel, size"
36175574.0,"kernel, size, kernel, size, kernel, size, male"
36180833.0,"sterility, male, sterility"
36180934.0,biomass
36184182.0,"amylose, content, AC, AC, AC, AC, AC"
36194012.0,"seed, hormone, response"
36217105.0,
36221195.0,"chromosome, chromosome, chromosome, chromosome"
36223073.0,"cytoplasmic, male, sterility, yield"
36224518.0,
36225880.0,pigmentation
36226300.0,yield
36227066.0,
36227084.0,"drought, tolerance"
36229611.0,"chromosome, drought, tolerance, drought, response"
36232684.0,"seed, seed"
36235327.0,chromosome
36247610.0,"stress, response"
36259272.0,"pollen, viability"
36265405.0,"pollen, viability, pollen, viability, pollen, viability, sucrose, synthase, activity"
36266960.0,"yield, heterosis, morphological, photoperiod, sensitivity"
36266961.0,chromosome
36271945.0,"chromosome, chromosome, chromosome, chromosome, chromosome"
36273546.0,"leaf, angle"
36275532.0,"plant, height, leaf, angle, leaf, angle, leaf, angle, root"
36275546.0,"development, nitrogen, uptake, nitrogen, uptake"
36281214.0,"yield, yield, GS, grain, yield, grain, moisture, GS, GS, yield, GS"
36282971.0,"chromosome, chromosome"
36293196.0,"grain, quality, seed, seed, seed, seed, seed, LBD, drought, tolerance"
36305873.0,"LBD, LBD, drought, response, grain, yield, drought, resistance, branching, branching"
36307423.0,chromosome
36307986.0,"chromosome, chromosome"
36316635.0,"male, sterility, cytoplasmic, male, sterility, end, morphological"
36319608.0,"stalk, lodging"
36319954.0,"lodging, yield, stalk, lodging, lodging, lodging, morphological, internode, length, stalk, lodging, stalk, lodging, stalk, lodging, lodging"
36321716.0,"seed, vitamin, E, vitamin, E"
36327321.0,"kernel, weight"
36331355.0,"ear, length, yield"
36345007.0,"response, to, heat, stress"
36345780.0,"grain, yield, leaves, drought, tolerance, drought, tolerance, rootless"
36345913.0,rootless
36349965.0,
36350247.0,"phosphorus, use, efficiency"
36350935.0,
36354146.0,"lateral, root, number, drought, tolerance, drought, tolerance, lateral, root, number, drought, tolerance, lateral, root, number, drought, tolerance"
36355988.0,
36365355.0,"haploid, production, seed, seed, flowering"
36368482.0,MS
36382905.0,self-incompatibility
36383026.0,"yield, seed, protein, content"
36385527.0,"seed, protein, content, chromosome, seed, seed, protein, content, yield"
36387975.0,"transformation, lateral, root, length"
36388478.0,"response, to, salt, lateral, root, length, salt, tolerance"
36388509.0,
36388550.0,"leaf, spot, abscisic, acid, response"
36388551.0,"yield, grain, quality"
36388593.0,
36394374.0,
36396706.0,"root, angle"
36397013.0,"ear, length"
36404129.0,
36404928.0,
36420031.0,
36423343.0,
36430424.0,"phosphorus, concentration"
36432819.0,
36437775.0,"leaf, angle"
36437932.0,"LA, leaves, LA"
36440497.0,"male, fertility, male, sterile"
36440987.0,"photosynthesis, photosynthesis, drought, tolerance"
36444538.0,"stress, response, drought, tolerance, drought, resistance, drought, tolerance, stress, response, plant, height"
36447436.0,"height, lodging, grain, yield, plant, height"
36448658.0,
36457304.0,"seed, protein, content"
36461635.0,"seed, protein, content"
36470594.0,"inflorescence, development"
36472157.0,"inflorescence, development, branching, inflorescence, development"
36482115.0,
36482291.0,"shoot, development, leaves, leaves"
36484138.0,"seed, storage, protein"
36495013.0,"protein, content, protein, synthesis"
36501283.0,
36505298.0,"drought, response"
36506330.0,
36507372.0,"embryogenesis, seed"
36508138.0,"seed, seed, fertilization, seed, seed, seed, seed, seed"
36508348.0,"inflorescence, development, branching, branching, branching, meristem, determinacy"
36513676.0,"biomass, transformation, seed"
36523626.0,"transformation, transformation, seed, seed, transformation, seed"
36529716.0,
36533711.0,"leaf, spot, anthracnose, anthracnose"
36539632.0,
36542628.0,"morphological, morphological, morphological, morphological"
36546022.0,
36547703.0,
36555358.0,"stress, response"
36555363.0,"salt, tolerance, stress, response"
36555534.0,"photosynthesis, grain, yield"
36557292.0,"sugar, content, leaves, photosynthesis, sugar, content, sugar, content"
36562877.0,
36564460.0,"anthocyanin, pigmentation"
36564657.0,"haploid, production"
36564721.0,"pigmentation, anthocyanin, content, grain, size"
36573016.0,"yield, seed, size"
36575905.0,
36575924.0,"leafy, leafy"
36577386.0,
36585973.0,"drought, tolerance, leaves, relative, water, content, drought, tolerance"
36588161.0,
36589048.0,leaves
36589078.0,"photosynthesis, leaves, leaves, kernel, protein, content"
36589123.0,"kernel, protein, content"
36589128.0,"seed, seed"
36603079.0,yield
36613450.0,
36614175.0,"seed, seed, seed"
36616197.0,
36616288.0,"seed, vigor"
36618657.0,
36618673.0,chromosome
36619433.0,
36621865.0,
36625555.0,"yield, yield, end"
36627574.0,
36629271.0,
36635964.0,yield
36636793.0,"lodging, grain, yield, lodging, root, angle, root, angle, root, lodging, root, lodging"
36642074.0,"flowering, yield"
36646891.0,"heterosis, heterosis, heterosis, heterosis, yield"
36648157.0,"grain, yield, grain, quality, grain, yield"
36652483.0,
36653749.0,"biomass, heterosis, heterosis, heterosis, heterosis, biomass, biomass"
36658178.0,
36662257.0,
36672935.0,"leaves, embryogenesis"
36678955.0,"seed, embryogenesis, embryogenesis, embryogenesis, fertilization, embryogenesis, fertilization, fertilization"
36679015.0,"height, ear, height, tassel, branch, number, grain, yield, GS"
36681862.0,
36683443.0,"flowering, transformation, yield, flowering, flowering"
36683566.0,
36684736.0,"grain, yield, yield, leaf, water, potential, seed, shape"
36684771.0,"yield, seed, shape, seed, seed, shape, seed, weight, seed, shape, seed, weight, seed, seed, weight"
36688967.0,"seed, weight, seed, seed, seed"
36691663.0,"carotenoid, content"
36691698.0,space
36692976.0,
36703577.0,"leaves, raffinose, content, leaves, biomass, leaves, raffinose, content"
36705476.0,flowering
36708192.0,
36713079.0,"grain, yield, seed, size, seed, weight"
36714756.0,"seed, weight, yield, seed, yield, yield, seed, size, seed, size, seed, seed, seed, size, seed, weight, seed, size, seed, size"
36715587.0,"salt, tolerance"
36717785.0,"salt, tolerance, salt, tolerance, leaves, leaves, bHLH, response, to, salt"
36718951.0,
36721267.0,"yield, chromosome"
36721376.0,"grain, yield"
36722259.0,seed
36723989.0,"fertilization, yield"
36737660.0,
36737696.0,
36740649.0,
36743547.0,"drought, tolerance, drought, tolerance"
36745523.0,
36745624.0,seed
36750803.0,"seed, seed, size, seed, seed, seed, heterosis, seed, heterosis, seed, seed, seed, seed, seed, seed"
36753568.0,"plant, height"
36754893.0,"height, plant, height, ear, height, lodging, transformation"
36759580.0,"transformation, transformation, transformation, transformation"
36768554.0,
36771522.0,flowering
36773263.0,leaves
36775906.0,"yield, leaves, drought, tolerance"
36786691.0,
36818875.0,"drought, tolerance"
36824505.0,
36836625.0,"fruit, ripening"
36843261.0,
36844097.0,"leaves, leaves, leaves, leaves, leaves"
36850425.0,"end, grain, density, grain, nitrogen, content"
36853191.0,
36854668.0,
36856086.0,"salt, tolerance"
36864608.0,"response, to, salt, salt, tolerance, salt, tolerance, fall, armyworm"
36866429.0,"fall, armyworm, antibiosis"
36866706.0,"kernel, size, kernel, size"
36869653.0,
36875566.0,"photosynthesis, stress, response, yield"
36875585.0,"photosynthesis, stress, response"
36875610.0,"net, photosynthetic, rate, seed, setting, net, photosynthetic, rate, transpiration, rate, stomatal, conductance, photochemical, quenching, quantum, yield, seed, setting, H2O2, content, leaves"
36875617.0,"stress, response"
36884355.0,"leaf, rolling"
36890232.0,"yield, space, seed, size, hilum, salt, tolerance"
36891878.0,"salt, tolerance, salt, tolerance"
36894953.0,"yield, yield"
36896653.0,
36903955.0,"haploid, production, heterosis"
36905845.0,"stress, response"
36913001.0,"anthocyanin, pigmentation, anthocyanin, content"
36925963.0,
36927156.0,"yield, yield"
36928335.0,
36928774.0,"chromosome, chromosome, chromosome, chromosome"
36929631.0,"cadmium, uptake"
36931522.0,
36935928.0,"stress, response, SOD, SOD, drought, tolerance"
36938972.0,yield
36943781.0,
36943844.0,flowering
36946727.0,
36952017.0,morphological
36964601.0,"chromosome, corn, leaf, aphid"
36964900.0,"yield, aphid, resistance, yield, aphid, resistance, chromosome, aphid, resistance, leaves, aphid, resistance, aphid, resistance, aphid, resistance"
36967717.0,"flowering, flowering, seed"
36968417.0,"response, to, cold, stress, root, lodging"
36974884.0,"yield, root, lodging, root, morphology, root, lodging, lodging"
36975962.0,yield
36981006.0,leaves
36985635.0,"pigmentation, anthocyanin, pigmentation"
36986978.0,"photosynthesis, photosynthesis, photosynthesis, photosynthesis, photosynthesis, leaves"
36986996.0,"yield, leaves"
36991439.0,"drought, response, photosynthesis"
36993845.0,"nitrogen, use, efficiency, PEPC, transformation"
36995637.0,seed
36999611.0,"seed, vigor, seed, vigor, seed, maturation, seed, vigor, seed, vigor, leaves, seed, seed, seed"
37000811.0,
3700388.0,leaves
37008499.0,"seed, seedling, emergence, callus"
37010631.0,"induction, transformation, callus, induction, transformation"
37010681.0,"leaves, leaves, SPS, SWEET, SWEET, leaves"
37017106.0,
37017144.0,
37018076.0,
37019418.0,flowering
37030327.0,"flowering, flowering, flowering, flowering, flowering, flowering"
37031436.0,"morphological, organ, identity"
37036421.0,
37038106.0,"kernel, development"
37040571.0,"cell, size, root, branching, shoot, dry, weight, biomass, biomass, biomass, biomass, root, branching"
37043497.0,"yield, kernel, color"
37046216.0,
37048307.0,"phenolic, content, phenolic, content"
37052178.0,SR
37052727.0,"amylose, content, starch, content, 100-grain, weight, amylose, content, ADP-glucose, pyrophosphorylase, starch, content, amylose, content"
37060869.0,SOD
37061865.0,"flowering, flowering, ear, length, flowering, ear, length, flowering, flowering, grain, yield"
37062384.0,"sugar, content, seed"
37067898.0,end
37068119.0,"leaves, leaves, leaves, photosynthesis, leaves, leaves, leaves, transformation"
37070560.0,"transformation, transformation"
37070964.0,yield
37071784.0,"chromosome, anthocyanin, content, iron, content, grain, quality, chromosome, anthocyanin, content, stress, response"
37093289.0,"SWEET, pollen, fertility, seed, SWEET, leaves"
37093290.0,"seed, seedling, emergence, yield, yield"
37094478.0,"phenolic, content, salt, tolerance"
37101396.0,"salt, tolerance, salt, tolerance, salt, tolerance"
37102161.0,"yield, dry, mass, nitrogen, uptake"
37102770.0,
37103989.0,
37107266.0,"leaf, development, leaf, development"
37111838.0,"photosynthesis, quantum, yield, photosynthesis, seed"
37113598.0,"seed, seed, flowering, ear, length, seed, heterosis, heterosis, seed"
37116226.0,"seed, seed"
37123832.0,
37124872.0,
37127254.0,
37131220.0,"chromosome, chromosome, chromosome, chromosome, chromosome, chromosome, chromosome, leaves, leaves"
37142751.0,"morphological, leaves, yield, leaves, leaf, width, leaves"
37142873.0,"drought, tolerance"
37147346.0,"drought, tolerance, drought, tolerance, drought, tolerance"
37149228.0,"brittle, endosperm, starch, content, ADP-glucose, pyrophosphorylase"
37151290.0,"abiotic, stress, response"
37152158.0,space
37155015.0,
37156701.0,
37159650.0,"heterosis, photoperiod, sensitivity"
37165143.0,"photoperiod, sensitivity, flowering, flowering, photoperiod, sensitivity, photoperiod, sensitivity, chromosome, flowering, photoperiod, sensitivity, photoperiod, sensitivity, flowering, flowering, photoperiod, sensitivity, flowering"
37166602.0,
37170627.0,"grain, yield, internode"
37170764.0,"length, lodging, internode, length, lodging"
37170821.0,"cold, tolerance, shoot, dry, weight, leaf, area, cold, tolerance"
37178357.0,
37188493.0,
37188973.0,
37194956.0,
37195892.0,"pigmentation, pigmentation"
37212042.0,"nonphotochemical, quenching, NPQ, yield, NPQ, NPQ"
37219338.0,"transpiration, rate"
37223316.0,"transformation, drought, tolerance"
37223800.0,"yield, yield, yield, drought, tolerance, seedling, emergence, plant, height, grain, yield, drought, resistance"
37229121.0,
37231352.0,
37232380.0,seed
37233025.0,
37235028.0,"yield, yield"
37243763.0,biomass
37245767.0,
37246567.0,"seed, size"
37248257.0,"grain, yield, grain, yield, grain, yield, grain, yield, grain, yield"
37249039.0,"osmotic, adjustment"
37250769.0,
37251753.0,"fertilization, seed, morphological"
37251765.0,
37254611.0,
37264570.0,
37269444.0,
37273069.0,"drought, tolerance"
37274744.0,yield
37275168.0,yield
37286026.0,"pectin, content"
37290549.0,"seed, seed"
37293701.0,"seed, yield, grain, quality"
37293848.0,
37300534.0,"lodging, yield"
37300848.0,
37301980.0,GM
37306056.0,
37306069.0,"yield, flowering, flowering, flowering"
37309363.0,"yield, chromosome"
37309374.0,"yield, sugar, content"
37309443.0,"transformation, transformation, transformation, transformation, transformation, drought, tolerance"
37309476.0,"drought, tolerance, drought, tolerance, plant, height"
37309477.0,"height, seed, yield, leaf, angle, leaf"
37309541.0,"angle, photosynthesis, yield, leaf, angle, leaf, angle, leaf, angle"
37311198.0,"grain, moisture, content"
37312866.0,"soybean, cyst, nematode"
37313012.0,"seed, SCN, protein, kinase, activity, seed, yield, SCN, seed, oil, content"
37313220.0,"seed, seed, oil, content, seed, oil, content, seed, oil, content, seed, oil, content, seed, oil, content"
37313300.0,"kernel, development, grain, quality, photosynthesis"
37315361.0,photosynthesis
37324707.0,"seedling, vigor"
37326336.0,"salt, tolerance, salt, tolerance, lesion, mimic"
37329482.0,"chromosome, lesion, mimic, lesion, mimic, lesion, mimic, lesion, mimic, chromosome, lesion, mimic, lesion, mimic, lesion, mimic, chromosome, lesion, mimic, lesion, mimic, male, fertility"
37331633.0,"leaves, male, fertility, male, fertility"
37335933.0,"seed, maturation"
37336378.0,anthracnose
37339339.0,"branching, SSV"
37339931.0,"leaves, seed"
37341033.0,"seed, seed"
37341790.0,seed
37346683.0,"seed, quality, seed, seed, seed, seed, seed, seed"
37348450.0,
37349934.0,"root, development"
37350263.0,"photosynthesis, tassel, development, kernel, number"
37351221.0,"grain, yield, morphological, kernels, per, spike, yield, seed"
37352204.0,"seed, seed, protein, content, protein, content, seed, chromosome, seed, protein, content, seed, chromosome, seed, seed"
37357571.0,"chromosome, somatic, embryogenesis, transformation"
37368984.0,"flowering, flowering, flowering, flowering"
37372375.0,"seed, seed, morphological"
37373152.0,
37373558.0,seed
37375939.0,"chromosome, seed"
37375981.0,"salt, tolerance, salt, tolerance"
37377813.0,"leaf, angle, LA, LA, LA, seed"
37384360.0,"morphological, seed, seed, coat, color, seed, seed, coat, color, seed, seed, coat, color, seed, seed, coat, color, seed, seed, seed, coat, color, seed"
37396792.0,"leaf, width"
37403373.0,"leafy, yield, leaf, development, leaf, width, leaf, width, leaf, width, leaf, development"
37403650.0,"drought, sensitivity"
37403778.0,"kernel, size, flowering"
37408013.0,
37408307.0,seed
37410701.0,"yield, heat, tolerance, heat, tolerance, heat, tolerance, yield, heat, tolerance"
3741390.0,"seed, maturation, seed"
37429215.0,"yield, yield, seed, seed, seed, seed, chlorophyll, content"
37430212.0,"chlorophyll, content, photosynthetic, efficiency, CC, CC, CC, CC, 9-lipoxygenase"
37434355.0,"fall, armyworm"
3743547.0,
37440605.0,
37440932.0,
37441182.0,
37443398.0,
37447017.0,"drought, tolerance"
37450243.0,"grain, yield"
37454374.0,
37456874.0,"photosynthesis, salt, tolerance"
37457348.0,"response, to, salt, response, to, salt, salt, tolerance, response, to, salt"
37461058.0,"grain, yield"
37464740.0,"yield, yield"
37467994.0,"shoot, height, root, length, leaves, photosynthesis"
37468488.0,"phosphorus, use, efficiency"
37469778.0,"grain, yield, kernel, row, number"
37474494.0,heterosis
37474870.0,"heterosis, heterosis, yield, heterosis, heterosis, hybrid, vigor, hybrid, vigor, heterosis, heterosis, stem, strength"
37479884.0,"stem, strength, lignin, biosynthesis, stem, strength, cold, tolerance"
37481121.0,"cold, tolerance, cold, tolerance, cold, tolerance, cold, tolerance"
37484472.0,
37489921.0,"kernel, development"
37490479.0,"kernel, development"
37490540.0,
37493143.0,"leaves, root, development"
37494285.0,"leaf, angle, flowering"
37498331.0,photosynthesis
37501369.0,"male, fertility, male, fertility, flowering, male, sterility"
37514211.0,"drought, tolerance, drought, tolerance, stomatal, conductance, leaves, photosynthesis, drought, tolerance"
37523773.0,"transformation, yield"
37526647.0,"yield, biomass, yield, grain, quality, yield"
37528454.0,"morphological, yield, morphological"
37532821.0,"flavonoid, 3'-hydroxylase"
3753432.0,activity
37538054.0,"osmotic, adjustment, seed, proline, content"
37538055.0,leaves
37538809.0,leaves
37539661.0,
37540360.0,
37541261.0,
37546274.0,
37548268.0,
3755078.0,
37553832.0,photosynthesis
37555432.0,"photosynthesis, photosynthesis, photosynthesis, photosynthesis, photosynthesis"
37555969.0,yield
37556604.0,
37558498.0,"flowering, photoperiod, sensitivity"
37561272.0,"protein, content, photosynthetic, efficiency, quantum, yield, biomass, biomass, peroxidase, activity, H2O2, content"
37561884.0,flowering
37565685.0,"photosynthesis, leaves, leaves, photosynthesis, leaf, water, potential"
37569644.0,
37571041.0,
37572352.0,"transpiration, rate, drought, response, drought, resistance, root, length"
37580686.0,"root, length"
37583092.0,"height, plant, height, plant, height, plant, height, node, number, internode, length, yield, cadmium, uptake"
37584802.0,
37587553.0,"grain, size"
37590954.0,"grain, size"
37591891.0,flowering
37593046.0,flowering
37594235.0,"seed, seed, embryogenesis, seed"
37595026.0,
37600186.0,flowering
37601731.0,"grain, yield, flowering, flowering, drought, resistance, drought, resistance, drought, resistance"
37602279.0,
37606710.0,"crown, root, number, brace, root, number, root, development, grain, quality"
37609038.0,"yield, grain, quality, yield, yield, yield, apomixis"
37610248.0,
37612632.0,yield
37616000.0,"biomass, yield"
37619514.0,
37622733.0,"stomatal, conductance, pollen, tube, growth"
37623372.0,"pollen, tube, growth, fertilization, pollen, tube, growth, pollen, tube, growth"
37630585.0,"proline, content"
37633231.0,"tassel, branch, number"
37633966.0,"tassel, branch, number"
37636101.0,"yield, yield"
37641539.0,
37641589.0,"tassel, development, tassel, branch, number, chromosome, pigmentation"
37649997.0,"pigmentation, pigmentation, pigmentation, photosynthesis, pigmentation"
37652030.0,
37652038.0,photosynthesis
37653062.0,
37653869.0,"response, to, salt, leaves, leaves, SOD, salt, tolerance, salt, tolerance"
37653908.0,
37658795.0,"drought, resistance, drought, resistance, biomass, yield, heat, tolerance"
37662159.0,"heat, tolerance, kernel, development, kernel, development, heat, tolerance, heat, tolerance, heat, tolerance"
37662167.0,yield
37667417.0,"biomass, grain, yield, salt, tolerance, root, weight, salt, tolerance"
37667418.0,"chromosome, chromosome"
37674314.0,"drought, resistance"
37676328.0,"yield, drought, resistance, drought, resistance, drought, resistance, drought, resistance, salt, tolerance"
37676445.0,"PN, PN"
37678075.0,
37679604.0,
37682477.0,"stress, response"
37682481.0,
37682926.0,end
37686302.0,
37687398.0,lignin
37691288.0,"content, lignin, content"
37697159.0,"drought, tolerance, drought, sensitivity, drought, tolerance, drought, tolerance, drought, tolerance"
37697229.0,"grain, width, grain, weight, grain, size"
37701799.0,"ear, shape, kernel, number, per, row, kernel, number, chromosome, kernel, width"
37706557.0,
37707828.0,
37709955.0,
37710302.0,
37711294.0,"seed, yield, seed, viability, seed, seed, seed, seed, viability"
37716664.0,"yield, indole-3-acetic, acid, content"
37716995.0,
37717384.0,seed
37719228.0,"seed, plant, height, root, length, root, volume, grain, yield"
37719703.0,"yield, grain, yield, grain, yield, yield, yield"
37721809.0,"photosynthesis, photosynthesis, net, photosynthetic, rate, leaves, leaves, grain, yield, leaves, yield"
37722281.0,
37723348.0,
37725401.0,"stomatal, opening, stomatal, opening, stomatal, opening"
37725833.0,"ABA, response, drought, tolerance"
37725963.0,"flowering, height, root, length"
37727018.0,"morphological, leaves, chromosome"
37731059.0,
37731154.0,"grain, yield, ear, development"
37737036.0,"plant, height, plant, height, plant, height, grain, size"
37739122.0,"grain, yield, grain, size, grain, size, grain, size, grain, size, grain, size, yield"
37739867.0,"yield, yield, salt, tolerance"
37741480.0,"salt, tolerance, salt, tolerance, bHLH, salt, tolerance, salt, tolerance, salt, tolerance"
37741865.0,"yield, leaf, development, photosynthesis, photosynthesis"
37743123.0,"leaves, BS, BS, leaves, BS, BS"
37749887.0,
37761872.0,"fall, armyworm, yield, beet, armyworm, leaves"
37761911.0,"plant, height, morphological"
37762337.0,"stress, response, seed"
37762466.0,"flowering, photosynthesis, carbon, fixation, photosynthesis, photosynthesis"
37765369.0,yield
37765455.0,"biomass, heat, tolerance"
37769875.0,"stress, response, ARR, ARR"
37770752.0,"flowering, flowering"
37783945.0,"nitrogen, use, efficiency, nitrate, transport"
37786281.0,"nitrogen, use, efficiency, grain, yield"
37787439.0,
37788349.0,"AC, AC, AC, AC, AC"
37792967.0,"GMS, male, sterility, GMS"
37795691.0,"seed, drought, resistance"
37803273.0,"yield, grain, yield, flowering, grain, yield, flowering, grain, yield, drought, resistance, drought, resistance, drought, tolerance"
37803280.0,"seed, seed, seed"
37803314.0,"yield, leaves, photosynthesis, leaves, yield, heat, tolerance, leaves, leaves, yield"
3780665.0,
37808214.0,leaves
37810381.0,"yield, stress, response"
37811929.0,
37812350.0,"vitamin, E, lipoxygenase, activity, lipoxygenase, activity, vitamin, E"
37813193.0,"salt, tolerance"
37814446.0,"transformation, BS, yield"
37815810.0,
37816495.0,"rootworm, resistance, rootworm, resistance"
37816986.0,"flowering, chromosome"
37817885.0,
37819415.0,space
37824828.0,"flowering, flowering"
37828776.0,"husk, tightness"
37828926.0,"husk, tightness, GS, GS, GS, GS, GS, SWEET"
37828934.0,"chlorophyll, content, leaves"
37831626.0,
37834187.0,
37837470.0,"root, number, root, morphology"
37838155.0,"biomass, root, morphology, leaves"
37839393.0,"leaves, photosynthesis, leaves, leaves, photosynthesis"
37849832.0,"SR, SR, SR, SR, drought, tolerance"
37850886.0,"stomatal, conductance, drought, tolerance, leaves, photosynthesis"
37851276.0,leaves
37855950.0,"yield, drought, response"
37857601.0,"stomatal, conductance"
37858961.0,"grain, yield, branching, flowering, branching, branching"
37860246.0,"chromosome, fertilization"
37860252.0,"grain, yield, grain, yield, drought, tolerance, fertilization, photosynthesis, photosynthetic, efficiency"
37861059.0,
37864879.0,photosynthesis
37868313.0,
37872143.0,
37872738.0,"BS, BS, nitrogen, use, efficiency"
37877090.0,"grain, yield, stress, response, cytoplasmic"
37878085.0,"male, sterility, seed, chromosome, cytoplasmic, male, sterility, chromosome"
37878725.0,
37880577.0,"isoflavone, content, chromosome, chromosome, seed, chromosome"
37882077.0,"GLK, GLK"
37884874.0,GS
37889164.0,"peroxidase, activity"
37900110.0,
37903778.0,"grain, yield, flowering"
37913986.0,"grain, weight, seed, yield, grain, yield, yield"
37918960.0,
37920843.0,
37929676.0,biomass
37931158.0,"seed, lodging"
37934825.0,"bZIP, lodging, lodging"
37935439.0,
37935586.0,
37936339.0,
37937624.0,"kernel, development"
37938556.0,
37938583.0,
37940018.0,
37940654.0,yield
37948586.0,"water, use, efficiency, yield, yield"
37955399.0,"photosynthesis, leaves, quantum, yield, PEPC, yield, seed, seed"
37956067.0,"seed, seed"
37966579.0,"organ, identity"
37967146.0,
